Standardized_SMILES,CMPD_CHEMBLID,CANONICAL_SMILES,RELATION,STANDARD_VALUE,STANDARD_UNITS,PROTEIN_ACCESSION,PREF_NAME,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS
CN(C1CCCCC1)C1=C2C=CNC2=NC=C1,CHEMBL3593427,CN(C1CCCCC1)c2ccnc3[nH]ccc23,=,1800,nM,O60674,Tyrosine-protein kinase JAK2,26059596,Bioorg. Med. Chem.,2015,23,15,4846,229.32,3.19,31.92,0
C[C@H]1CCCC[C@H]1N1C(=O)NC2=CN=C3NC=CC3=C12,CHEMBL3593580,C[C@H]1CCCC[C@H]1N2C(=O)Nc3cnc4[nH]ccc4c23,=,17,nM,O60674,Tyrosine-protein kinase JAK2,26059596,Bioorg. Med. Chem.,2015,23,15,4846,270.33,2.42,61.02,0
CC1(C)CCCC[C@H]1N1C(=O)NC2=CN=C3NC=CC3=C12,CHEMBL3593583,CC1(C)CCCCC1N2C(=O)Nc3cnc4[nH]ccc4c23.OC(=O)C(=O)O,=,85,nM,O60674,Tyrosine-protein kinase JAK2,26059596,Bioorg. Med. Chem.,2015,23,15,4846,284.36,2.69,61.02,0
FC1=CC(=CC=N1)N1CC[C@@H](C1)OC1=CC=CC(NC2=C(C(=O)NC2=O)C2=CNC3=CC=CC=C23)=C1,CHEMBL3114761,Fc1cc(ccn1)N2CC[C@@H](C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,=,1480,nM,O60674,Tyrosine-protein kinase JAK2,24461299,Bioorg. Med. Chem. Lett.,2014,24,4,1116,483.49,3.61,99.35,0
FC1=CC(=CC=N1)N1CC(C1)OC1=CC=CC(NC2=C(C(=O)NC2=O)C2=CNC3=CC=CC=C23)=C1,CHEMBL3114785,Fc1cc(ccn1)N2CC(C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,=,10080,nM,O60674,Tyrosine-protein kinase JAK2,24461299,Bioorg. Med. Chem. Lett.,2014,24,4,1116,469.47,3.55,99.35,0
FC1=CC(=CC=N1)N1CCC(CC1)OC1=CC=CC(NC2=C(C(=O)NC2=O)C2=CNC3=CC=CC=C23)=C1,CHEMBL3114783,Fc1cc(ccn1)N2CCC(CC2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,=,1270,nM,O60674,Tyrosine-protein kinase JAK2,24461299,Bioorg. Med. Chem. Lett.,2014,24,4,1116,497.52,3.67,99.35,0
FC1=CC(NCCOC2=CC=CC(NC3=C(C(=O)NC3=O)C3=CNC4=CC=CC=C34)=C2)=CC=N1,CHEMBL3114774,Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)ccn1,=,2130,nM,O60674,Tyrosine-protein kinase JAK2,24461299,Bioorg. Med. Chem. Lett.,2014,24,4,1116,457.46,3.34,108.14,0
N[C@H]1CCCC[C@H]1NC1=NC(NC2=CC=CC(=C2)N2N=CC=N2)=C2C(=O)N=CNC2=C1,CHEMBL3262355,N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc(c4)n5nccn5)n2,=,120,nM,O60674,Tyrosine-protein kinase JAK2,24726806,Bioorg. Med. Chem. Lett.,2014,24,10,2278,417.47,2.22,135.13,0
N[C@H]1CCCC[C@H]1NC1=NC(NC2=C3NC=C(Cl)C3=CC=C2)=C2C(=O)N=CNC2=C1,CHEMBL3262358,N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5c(Cl)c[nH]c45)n2,=,1810,nM,O60674,Tyrosine-protein kinase JAK2,24726806,Bioorg. Med. Chem. Lett.,2014,24,10,2278,423.9,3.6,120.22,0
N[C@H]1COCC[C@H]1NC1=NC(NC2=C3NC=CC3=CC=C2)=C2C(=O)N=CNC2=C1,CHEMBL3262617,N[C@H]1COCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2,=,290,nM,O60674,Tyrosine-protein kinase JAK2,24726806,Bioorg. Med. Chem. Lett.,2014,24,10,2278,391.43,1.31,129.44,0
COC1=CC=C2C(OC3=CC=C(NC(=O)C4=C(C)N(CC(C)(C)O)N(C4=O)C4=CC=CC=C4)N=C3)=CC=NC2=C1,CHEMBL460472,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(C)(C)O)N(C4=O)c5ccccc5)nc3)ccnc2c1,=,25000,nM,O60674,Tyrosine-protein kinase JAK2,22320327,J. Med. Chem.,2012,55,5,1868,539.58,3.13,117.11,1
NC1=NNC2=CC=C(C=C12)C1=CC=CC=C1Cl,CHEMBL498859,Nc1n[nH]c2ccc(cc12)c3ccccc3Cl,=,370,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,243.69,3.45,54.7,0
CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)C1=CC(Cl)=C2NN=C(N)C2=C1,CHEMBL482187,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc(Cl)c3[nH]nc(N)c3c2,=,1220,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,378.88,3.29,109.25,0
FC(F)(F)C1=NC2=CN=C3NC=CC3=C2N1C1CCCCC1,CHEMBL2322139,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C4CCCCC4,=,11400,nM,O60674,Tyrosine-protein kinase JAK2,23265875,Bioorg. Med. Chem. Lett.,2013,23,3,693,308.3,4.1,46.5,0
NC(=O)C1=CC(=CC2=C1NC1=C2C=C(C=C1)C(=O)N[C@@H]1CCNC1)C1=CC=C(Cl)C(Cl)=C1,CHEMBL3646814,NC(=O)c1cc(cc2c3cc(ccc3[nH]c12)C(=O)N[C@@H]4CCNC4)c5ccc(Cl)c(Cl)c5,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,467.35,3.89,100.01,0
NC(=O)C1=CC(=CC2=C1NC1=C2C=C(C=C1)C(=O)NCCN1CCOCC1)C1=CC=C(Cl)C(Cl)=C1,CHEMBL3646815,NC(=O)c1cc(cc2c3cc(ccc3[nH]c12)C(=O)NCCN4CCOCC4)c5ccc(Cl)c(Cl)c5,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,511.4,4.21,100.45,1
CN1CCN(CC1)C(=O)C1=CC2=C(C=C1)C1=C(N2)C(=CC(=C1)C1=CC=CC=C1)C(N)=O,CHEMBL3646820,CN1CCN(CC1)C(=O)c2ccc3c(c2)[nH]c4c(cc(cc34)c5ccccc5)C(=O)N,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,412.48,3.22,82.43,0
COC1=CC=CC(=C1)C1=CC2=C(NC3=C2C=CC(=C3)C(=O)C2O[C@H]3CN[C@H]2C3)C(=C1)C(N)=O,CHEMBL3646826,COc1cccc(c1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)C(=O)C5O[C@H]6CN[C@H]5C6,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,441.48,2.8,106.44,0
COC1=CC=CC(=C1)C1=CC2=C(NC3=C2C=CC(NC(=O)OCCN)=C3)C(=C1)C(N)=O,CHEMBL3646829,COc1cccc(c1)c2cc(C(=O)N)c3[nH]c4cc(NC(=O)OCCN)ccc4c3c2,=,7,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,418.45,2.76,132.46,0
CC(C)OC1=CC2=C(NC3=C2C=C(C=C3C(N)=O)C2=CC=C(Cl)C(Cl)=C2)C=C1,CHEMBL3646832,CC(C)Oc1ccc2[nH]c3c(cc(cc3c2c1)c4ccc(Cl)c(Cl)c4)C(=O)N,=,150,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,413.3,5.88,68.11,1
COC(=O)C1=CC2=C(C=C1)C1=C(N2)C(=CC(=C1)C1=CC=CC(OC)=C1)C(N)=O,CHEMBL3646833,COC(=O)c1ccc2c(c1)[nH]c3c(cc(cc23)c4cccc(OC)c4)C(=O)N,=,310,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,374.39,3.68,94.41,0
CN1CCN(CC1)C1=CC2=C(C=C1)C1=C(N2)C(=CC(=N1)C1=CC=CC(Cl)=C1)C(N)=O,CHEMBL3649609,CN1CCN(CC1)c2ccc3c(c2)[nH]c4c(cc(nc34)c5cccc(Cl)c5)C(=O)N,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,419.91,4.33,78.25,0
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(N)=C1)C1=CC=C(CN2CCOCC2)C=C1,CHEMBL3649612,NC(=O)c1cc(nc2c3ccc(N)cc3[nH]c12)c4ccc(CN5CCOCC5)cc4,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,401.46,2.56,110.26,0
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=CC=C2SC=CC2=C1,CHEMBL3649631,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc6sccc6c5,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,456.52,3.51,129.55,0
CN1N=CC2=CC=C(C=C12)C1=NC2=C(NC3=C2C=CC(=C3)C(=O)N2CCOCC2)C(=C1)C(N)=O,CHEMBL3649632,Cn1ncc2ccc(cc12)c3cc(C(=O)N)c4[nH]c5cc(ccc5c4n3)C(=O)N6CCOCC6,=,7,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,454.48,2.5,119.13,0
CC1=CC=CC(=C1)C1=CC2=C(NC3=C2C=CC(=C3)N2CCN(CC3=CC=CC=C3)CC2)C(=C1)C(N)=O,CHEMBL3649639,Cc1cccc(c1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)N5CCN(Cc6ccccc6)CC5,=,123,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,474.6,6.03,65.36,1
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)N1CCOCC1)C1=CC=C(N=C1)N1CCOCC1,CHEMBL3649647,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(nc5)N6CCOCC6,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,458.51,2.64,109.6,0
CN(C)C(=O)C1=CC=C(C=C1)C1=CC2=C(NC3=C2C=CC(=C3)C(=O)N2CCOCC2)C(=C1)C(N)=O,CHEMBL3649651,CN(C)C(=O)c1ccc(cc1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)C(=O)N5CCOCC5,=,286,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,470.52,2.36,108.72,0
NC(=O)C1=CC(=CC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=CC=C(F)C(=C1)C#N,CHEMBL3649652,NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc(F)c(c5)C#N,=,1006,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,442.44,3.03,112.21,0
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,CHEMBL3646848,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc(Cl)cc5,=,2,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,434.87,3.32,101.31,0
COC1=CC=C(C=C1)C1=CC=CC2=NC(NC3=CC=NC(C)=C3)=NN12,CHEMBL2414553,COc1ccc(cc1)c2cccc3nc(Nc4ccnc(C)c4)nn23,=,174,nM,O60674,Tyrosine-protein kinase JAK2,23870430,Bioorg. Med. Chem. Lett.,2013,23,17,5014,331.37,3.76,64.34,0
CC(C)C1=CC=CC(=C1)C1=CC=CC2=NC(NC3=CC=NC(CO)=C3)=NN12,CHEMBL2414549,CC(C)c1cccc(c1)c2cccc3nc(Nc4ccnc(CO)c4)nn23,=,117,nM,O60674,Tyrosine-protein kinase JAK2,23870430,Bioorg. Med. Chem. Lett.,2013,23,17,5014,359.42,4.3,75.34,0
CC(=O)N1CCC(CC1)NC(=O)NC1=CN=C2NC=CC2=N1,CHEMBL3335677,CC(=O)N1CCC(CC1)NC(=O)Nc2cnc3[nH]ccc3n2,=,226,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,302.33,-0.53,103.01,0
FC1=CC2=C3C(=O)N=CC=C3NC(NC3CCC3)=C2C=C1,CHEMBL1290769,Fc1ccc2c(NC3CCC3)nc4C=CNC(=O)c4c2c1,=,75,nM,O60674,Tyrosine-protein kinase JAK2,21044843,Bioorg. Med. Chem. Lett.,2010,20,24,7421,283.3,2.41,54.02,0
N[C@H]1CCCC[C@H]1NC1=NC(NC2=C3NC=C(Cl)C3=CC=C2)=C2C(=O)NC=CC2=C1,CHEMBL3262623,N[C@H]1CCCC[C@H]1Nc2cc3C=CNC(=O)c3c(Nc4cccc5c(Cl)c[nH]c45)n2,=,1225,nM,O60674,Tyrosine-protein kinase JAK2,24726806,Bioorg. Med. Chem. Lett.,2014,24,10,2278,422.91,3.57,107.85,0
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)N1CCOCC1)C1=CC=C(CN2CCOCC2)S1,CHEMBL3649616,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(CN6CCOCC6)s5,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,477.58,3.19,124.95,0
OC1=CC=C([C@@H]2NC3=CC=CC=C3C3=C4C(NC=C24)=NC=C3)C(F)=C1,CHEMBL602183,Oc1ccc(C2Nc3ccccc3c4ccnc5[nH]cc2c45)c(F)c1,=,720,nM,O60674,Tyrosine-protein kinase JAK2,19945871,Bioorg. Med. Chem. Lett.,2010,20,1,153,331.34,3.83,60.94,0
C[C@H]1CC[C@@H](CC1)N1C(=O)NC2=CN=C3NC=CC3=C12,CHEMBL3593582,CC1CCC(CC1)N2C(=O)Nc3cnc4[nH]ccc4c23,=,23,nM,O60674,Tyrosine-protein kinase JAK2,26059596,Bioorg. Med. Chem.,2015,23,15,4846,270.33,2.35,61.02,0
C[C@H](NC1=NC(NC2=NNC(C)=C2)=CN=C1C#N)C1=CC=C(F)C=N1,CHEMBL568788,CC(Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ccc(F)cn3,=,5,nM,O60674,Tyrosine-protein kinase JAK2,19857966,Bioorg. Med. Chem. Lett.,2009,19,23,6524,338.34,2.74,115.2,0
CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)C1=CC=C2NN=C(N)C2=C1,CHEMBL480411,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2ccc3[nH]nc(N)c3c2,=,78,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,344.43,2.63,109.25,0
NC(=O)C1=CC(=CC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=CC=C(OC(F)(F)F)C=C1,CHEMBL3646835,NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc(OC(F)(F)F)cc5,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,483.44,5.07,97.65,1
COC1=CC=CC(=C1)C1=CC2=C(NC3=C2N=CC=C3)C(=C1)C(N)=O,CHEMBL3646844,COc1cccc(c1)c2cc(C(=O)N)c3[nH]c4cccnc4c3c2,=,29,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,317.34,3.11,81,0
C[C@H](NC1=NC=C(C(N)=O)C2=C1C1=C(N2)C=CC(F)=C1)C(C)(C)C,CHEMBL1835020,C[C@H](Nc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12)C(C)(C)C,=,52,nM,O60674,Tyrosine-protein kinase JAK2,21942426,J. Med. Chem.,2011,54,20,7334,328.38,3.57,83.8,0
CC1=CC=C(Cl)C=C1C1=C(NC(=C1)C1=C2C=CNC2=NC=N1)C(N)=O,CHEMBL3403552,Cc1ccc(Cl)cc1c2cc([nH]c2C(=O)N)c3ncnc4[nH]ccc34,=,9,nM,O60674,Tyrosine-protein kinase JAK2,25882525,Bioorg. Med. Chem.,2015,23,10,2387,351.79,3.84,100.44,0
CC[C@H](CO)NC1=NC=C(C(N[C@H]2CCCN(C2)S(C)(=O)=O)=N1)C1=CN=C2NC=CC2=N1,CHEMBL3335696,CC[C@H](CO)Nc1ncc(c(N[C@H]2CCCN(C2)S(=O)(=O)C)n1)c3cnc4[nH]ccc4n3,=,54,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,460.55,1.34,157.39,0
COC1=CC=C(C=C1F)C1=CC2=C(NC3=C2C=CC(=C3)C(O)=O)C(=C1)C(N)=O,CHEMBL3649623,COc1ccc(cc1F)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)C(=O)O,=,111,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,378.35,3.66,105.41,0
CC1=CC=C(C(F)=C1)C1=CC2=C(NC3=C2C=C(C=C3)C(O)=O)C(=C1)C(N)=O,CHEMBL3649628,Cc1ccc(c(F)c1)c2cc(C(=O)N)c3[nH]c4ccc(cc4c3c2)C(=O)O,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,362.35,4.17,96.18,0
N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CHEMBL1795071,OP(=O)(O)O.N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,=,28,nM,O60674,Tyrosine-protein kinase JAK2,22591402,J. Med. Chem.,2012,55,12,5901,306.37,2.88,83.18,0
CCN1C(=CC2=C3N(C)C=NC3=C(NC3=NN(C)C(C)=N3)N=C12)C(=O)N(C1CC1)C1CC1,CHEMBL3622147,CCn1c(cc2c1nc(Nc3nc(C)n(C)n3)c4ncn(C)c24)C(=O)N(C5CC5)C6CC6,=,33,nM,O60674,Tyrosine-protein kinase JAK2,26288683,ACS Med. Chem. Lett.,2015,6,8,850,433.51,2.97,98.69,0
CC(C)(C)NC(=O)NC1=CC=C(C=C1)C1=CC=C2NN=C(N)C2=C1,CHEMBL480412,CC(C)(C)NC(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,=,3900,nM,O60674,Tyrosine-protein kinase JAK2,19019674,Bioorg. Med. Chem. Lett.,2009,19,1,279,323.39,2.83,95.83,0
CC1=CC(=CC=C1Cl)C1=NC2=C(NC3=C2C=CC(=C3)N2CCOCC2)C(=C1)C(N)=O,CHEMBL3649645,Cc1cc(ccc1Cl)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)N5CCOCC5,=,7,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,420.89,4.55,84.24,0
NC(=O)C1=CC(=CC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=CC=C2SC=NC2=C1,CHEMBL3649654,NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc6scnc6c5,=,6,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,456.52,3.03,129.55,0
COC1=CC=C(C=C1)C1=NC2=C(NC3=C2C=CC(OC)=C3)C(=N1)C(N)=O,CHEMBL3646845,COc1ccc(cc1)c2nc(C(=O)N)c3[nH]c4cc(OC)ccc4c3n2,=,170,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,348.36,2.99,103.12,0
C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC=C(COC\C=C\COCC1=C2)S3,CHEMBL2035183,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccc(COC\C=C\COCc2c3)s5,=,7.3,nM,O60674,Tyrosine-protein kinase JAK2,22339472,J. Med. Chem.,2012,55,6,2623,478.61,4.58,96.98,0
CC1=CNC2=C(NC3=C4C(=O)N=CNC4=CC(N[C@@H]4CCCC[C@@H]4N)=N3)C=CC=C12,CHEMBL3262357,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5N=CNC(=O)c35)cccc12,=,190,nM,O60674,Tyrosine-protein kinase JAK2,24726806,Bioorg. Med. Chem. Lett.,2014,24,10,2278,403.48,3.42,120.22,0
CN(C)C1=CC=C(C=C1)C(=O)NC1=CC=CC(=C1F)C1=CC=C(C(N)=O)C2=C1C1=C(N2)C=C(C=C1)C(=O)N1CCN(C)CC1,CHEMBL3622193,CN(C)c1ccc(cc1)C(=O)Nc2cccc(c2F)c3ccc(C(=O)N)c4[nH]c5cc(ccc5c34)C(=O)N6CCN(C)CC6,=,1020,nM,O60674,Tyrosine-protein kinase JAK2,26320619,Bioorg. Med. Chem. Lett.,2015,25,19,4265,592.66,4.37,114.77,1
CN1CCN(CC1)C(=O)C1=CC2=C(C=C1)C1=C(N2)C(=CC(=C1)C1=CC=CC(NC(C)=O)=C1)C(N)=O,CHEMBL3622201,CN1CCN(CC1)C(=O)c2ccc3c(c2)[nH]c4c(cc(cc34)c5cccc(NC(=O)C)c5)C(=O)N,=,27,nM,O60674,Tyrosine-protein kinase JAK2,26320619,Bioorg. Med. Chem. Lett.,2015,25,19,4265,469.53,2.34,111.53,0
NC(=O)C1=CC(=NC2=C1NC1=C2C=CC(=C1)C(=O)N1CCOCC1)C1=CC=C2SC=NC2=C1,CHEMBL3649633,NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc6scnc6c5,=,1,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2014,#N/A,#N/A,#N/A,457.5,2.74,142.44,0
CN1CCN(CC1)C1=CC=C(NC2=NN3C(=CC=C3C3=CC=CC(=C3)S(=O)(=O)NC(C)(C)C)C=N2)C=C1F,CHEMBL1923586,CN1CCN(CC1)c2ccc(Nc3ncc4ccc(c5cccc(c5)S(=O)(=O)NC(C)(C)C)n4n3)cc2F,=,1,nM,O60674,Tyrosine-protein kinase JAK2,22041060,Bioorg. Med. Chem. Lett.,2011,21,24,7325,537.65,4.62,103.25,1
CN1C=C(NC(=O)C2=C3N=CC=CN3N=C2)C(=N1)C1=CC(C)=CC=C1C,CHEMBL2178266,Cc1ccc(C)c(c1)c2nn(C)cc2NC(=O)c3cnn4cccnc34,=,64.2,nM,O60674,Tyrosine-protein kinase JAK2,23061660,J. Med. Chem.,2012,55,22,10090,346.39,2.46,77.11,0
ONC(=O)CCCCCCCC(=O)N1C\C=C\CCOC2=CC=CC(=C2)C2=CC=NC(NC3=CC=CC(C1)=C3)=N2,CHEMBL3417190,ONC(=O)CCCCCCCC(=O)N1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,=,1475,nM,O60674,Tyrosine-protein kinase JAK2,25800646,Eur. J. Med. Chem.,2015,95,#N/A,104,543.66,5.51,116.68,2
COC1=CC=C(C=C1OC)C1=C2N=CNC2=NC(NC2=CC=CC(NC(=O)CN)=C2)=N1,CHEMBL1933346,COc1ccc(cc1OC)c2nc(Nc3cccc(NC(=O)CN)c3)nc4[nH]cnc24,=,330,nM,O60674,Tyrosine-protein kinase JAK2,22119465,Bioorg. Med. Chem. Lett.,2012,22,1,305,419.44,1.91,140.07,0
CCOC1=CC(=NN1)N1C=NC2=CC=C(N[C@@H](C)C3=CC=C(F)C=N3)N=C12,CHEMBL3659500,CCOc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc23,=,3,nM,O60674,Tyrosine-protein kinase JAK2,#N/A,#N/A,2013,#N/A,#N/A,#N/A,367.38,3.3,93.54,0
C[C@H](NC1=CC(=NC(=N1)N1C=NC2=CC=NC=C12)C1=CN(C)N=C1)C1=CC=CC=C1,CHEMBL221376,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cnn(C)c4)c5ccccc5,=,77,nM,O60674,Tyrosine-protein kinase JAK2,16934457,Bioorg. Med. Chem. Lett.,2006,16,21,5633,396.45,3.63,86.34,0
CS(=O)(=O)N1CCC(CC1)NC(=O)NC1=CN=C2NC=CC2=N1,CHEMBL3335679,CS(=O)(=O)N1CCC(CC1)NC(=O)Nc2cnc3[nH]ccc3n2,=,234,nM,O60674,Tyrosine-protein kinase JAK2,25262541,Bioorg. Med. Chem. Lett.,2014,24,21,4969,338.39,-0.73,128.45,0
C[C@H](NC1=C(C=C2C(=O)N=CC=C2N1)C(=O)NCCN(C)C)C(C)(C)C,CHEMBL1290308,CC(Nc1nc2C=CNC(=O)c2cc1C(=O)NCCN(C)C)C(C)(C)C,=,8350,nM,O60674,Tyrosine-protein kinase JAK2,21044843,Bioorg. Med. Chem. Lett.,2010,20,24,7421,359.47,1.54,86.36,0
COCCOC1=CC=C2NC3=NC=CC(=N3)C3=CC=C(COC\C=C\CN(C)CC1=C2)S3,CHEMBL2035182,COCCOc1ccc2Nc3nccc(n3)c4ccc(COC\C=C\CN(C)Cc1c2)s4,=,170,nM,O60674,Tyrosine-protein kinase JAK2,22339472,J. Med. Chem.,2012,55,6,2623,452.57,4.12,96.98,0
CC1=CC=CC(NC2=C(C=C(S2)C2=CC=CC=C2F)C(N)=O)=N1,CHEMBL3233031,Cc1cccc(Nc2sc(cc2C(=O)N)c3ccccc3F)n1,=,36,nM,O60674,Tyrosine-protein kinase JAK2,24666646,Bioorg. Med. Chem. Lett.,2014,24,8,1968,327.38,3.86,96.25,0
CC1=CC=CC(NC2=C(C=C(S2)C2=CC=CC(F)=C2)C(N)=O)=N1,CHEMBL3234882,Cc1cccc(Nc2sc(cc2C(=O)N)c3cccc(F)c3)n1,=,155,nM,O60674,Tyrosine-protein kinase JAK2,24666646,Bioorg. Med. Chem. Lett.,2014,24,8,1968,327.38,3.86,96.25,0
C[C@@H](NC1=NC(NC2=CN(C)C=N2)=C2C=NNC2=N1)C1=NC=C(F)C=N1,CHEMBL3116053,CC(Nc1nc(Nc2cn(C)cn2)c3cn[nH]c3n1)c4ncc(F)cn4,=,50,nM,O60674,Tyrosine-protein kinase JAK2,24359159,J. Med. Chem.,2014,57,1,144,354.35,1.33,122.12,0
